Products Collection ID,Product ID,Variants Collection ID,Variant ID,Product Handle,Product Name,Product Type,Product Description,Product Categories,Main Variant Image,More Variant Images,Variant Price,Variant Compare-at Price,Product Tax Class,Variant Sku,Variant Inventory,Requires Shipping,Variant Weight,Variant Width,Variant Height,Variant Length,Variant Download Name,Variant Download URL,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Created On,Updated On,Published On
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1ab9c,6820c4f8d9b8934078f1ab07,6839ca4aa31f6b5492086ea2,drink-lime,Colored Sweatshirt,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Office & Stationery,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/6833992acf0a6a7db474a71a_Render_Mockup_1920_1920_2025-05-26.jpg,,$4.00,,standard-taxable,,,true,,,,,,,Size,L,Main Color,Black,Combination,Purple,Thu Apr 02 2020 06:09:43 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:10:03 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:10:03 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1ab9c,6820c4f8d9b8934078f1ab07,6839ca4a14074254a6424869,drink-lime,Colored Sweatshirt,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Office & Stationery,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/6833992acf0a6a7db474a71a_Render_Mockup_1920_1920_2025-05-26.jpg,,$4.00,,standard-taxable,,,true,,,,,,,Size,S,Main Color,Black,Combination,Purple,Thu Apr 02 2020 06:09:43 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:10:03 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:10:03 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1ab9c,6820c4f8d9b8934078f1ab07,6839ca4ac42bac6687b95924,drink-lime,Colored Sweatshirt,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Office & Stationery,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/6833992acf0a6a7db474a71a_Render_Mockup_1920_1920_2025-05-26.jpg,,$4.00,,standard-taxable,,,true,,,,,,,Size,XS,Main Color,White,Combination,Purple,Thu Apr 02 2020 06:09:43 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:10:03 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:10:03 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1ab9c,6820c4f8d9b8934078f1ab07,6839ca4a26d07b8ec33d88f3,drink-lime,Colored Sweatshirt,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Office & Stationery,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/6833992acf0a6a7db474a71a_Render_Mockup_1920_1920_2025-05-26.jpg,,$4.00,,standard-taxable,,,true,,,,,,,Size,XL,Main Color,Red,Combination,Purple,Thu Apr 02 2020 06:09:43 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:10:03 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:10:03 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1ab9c,6820c4f8d9b8934078f1ab07,6839ca4a947a877fe285abbb,drink-lime,Colored Sweatshirt,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Office & Stationery,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/6833992acf0a6a7db474a71a_Render_Mockup_1920_1920_2025-05-26.jpg,,$4.00,,standard-taxable,,,true,,,,,,,Size,M,Main Color,White,Combination,Purple,Thu Apr 02 2020 06:09:43 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:10:03 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:10:03 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1ab9c,6820c4f8d9b8934078f1ab07,6839ca4a2cbad3ff806bf6f3,drink-lime,Colored Sweatshirt,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Office & Stationery,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/6833992acf0a6a7db474a71a_Render_Mockup_1920_1920_2025-05-26.jpg,,$4.00,,standard-taxable,,,true,,,,,,,Size,S,Main Color,White,Combination,Purple,Thu Apr 02 2020 06:09:43 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:10:03 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:10:03 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1ab9c,6820c4f8d9b8934078f1ab07,6839ca4abd947efb5ddf4491,drink-lime,Colored Sweatshirt,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Office & Stationery,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/6833992acf0a6a7db474a71a_Render_Mockup_1920_1920_2025-05-26.jpg,,$4.00,,standard-taxable,,,true,,,,,,,Size,XL,Main Color,White,Combination,Purple,Thu Apr 02 2020 06:09:43 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:10:03 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:10:03 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1ab9c,6820c4f8d9b8934078f1ab07,6839ca4a175f6329866d8ead,drink-lime,Colored Sweatshirt,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Office & Stationery,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/6833992acf0a6a7db474a71a_Render_Mockup_1920_1920_2025-05-26.jpg,,$4.00,,standard-taxable,,,true,,,,,,,Size,XL,Main Color,Black,Combination,Purple,Thu Apr 02 2020 06:09:43 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:10:03 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:10:03 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1ab9c,6820c4f8d9b8934078f1ab07,6839ca4a093294022685916d,drink-lime,Colored Sweatshirt,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Office & Stationery,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/6833992acf0a6a7db474a71a_Render_Mockup_1920_1920_2025-05-26.jpg,,$4.00,,standard-taxable,,,true,,,,,,,Size,S,Main Color,Red,Combination,Purple,Thu Apr 02 2020 06:09:43 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:10:03 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:10:03 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1ab9c,6820c4f8d9b8934078f1ab07,6839ca4aa3eb88e91eb64f53,drink-lime,Colored Sweatshirt,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Office & Stationery,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/6833992acf0a6a7db474a71a_Render_Mockup_1920_1920_2025-05-26.jpg,,$4.00,,standard-taxable,,,true,,,,,,,Size,L,Main Color,White,Combination,Purple,Thu Apr 02 2020 06:09:43 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:10:03 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:10:03 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1ab9c,6820c4f8d9b8934078f1ab07,6839ca4a4e827bacce588eb4,drink-lime,Colored Sweatshirt,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Office & Stationery,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/6833992acf0a6a7db474a71a_Render_Mockup_1920_1920_2025-05-26.jpg,,$4.00,,standard-taxable,,,true,,,,,,,Size,XS,Main Color,Blue,Combination,Purple,Thu Apr 02 2020 06:09:43 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:10:03 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:10:03 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1ab9c,6820c4f8d9b8934078f1ab07,6839ca4afc15843bd4bb0957,drink-lime,Colored Sweatshirt,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Office & Stationery,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/6833992acf0a6a7db474a71a_Render_Mockup_1920_1920_2025-05-26.jpg,,$4.00,,standard-taxable,,,true,,,,,,,Size,L,Main Color,Red,Combination,Purple,Thu Apr 02 2020 06:09:43 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:10:03 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:10:03 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1ab9c,6820c4f8d9b8934078f1ab07,6839ca4aa5c8d3637c70a270,drink-lime,Colored Sweatshirt,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Office & Stationery,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/6833992acf0a6a7db474a71a_Render_Mockup_1920_1920_2025-05-26.jpg,,$4.00,,standard-taxable,,,true,,,,,,,Size,XS,Main Color,Red,Combination,Purple,Thu Apr 02 2020 06:09:43 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:10:03 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:10:03 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1ab9c,6820c4f8d9b8934078f1ab07,6820c4f8d9b8934078f1aba8,drink-lime,Colored Sweatshirt,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Office & Stationery,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/6833992acf0a6a7db474a71a_Render_Mockup_1920_1920_2025-05-26.jpg,,$4.00,,standard-taxable,,,true,,,,,,,Size,XS,Main Color,Black,Combination,Purple,Thu Apr 02 2020 06:09:43 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:10:03 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:10:03 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1ab96,6820c4f8d9b8934078f1ab07,6820c4f8d9b8934078f1abac,drink-cola,Enamel Mug,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Office & Stationery,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/68339854ba80cc812fb1cb62_Render_Mockup_1920_1920_2025-05-26%20(2).jpg,,$3.00,,standard-taxable,,,true,,,,,,,,,,,,,Thu Apr 02 2020 06:09:03 GMT+0000 (Coordinated Universal Time),Sun May 25 2025 22:27:05 GMT+0000 (Coordinated Universal Time),Sun May 25 2025 22:27:05 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1ab9e,6820c4f8d9b8934078f1ab07,6820c4f8d9b8934078f1abad,salad-ceaser,Espresso Mug,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Clothing Items,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/6833994719126bca7331041f_Render_Mockup_1200_1600_2025-05-23%20(2).jpg,,$6.00,,standard-taxable,,,true,,,,,,,,,,,,,Thu Apr 02 2020 02:31:32 GMT+0000 (Coordinated Universal Time),Sun May 25 2025 22:27:25 GMT+0000 (Coordinated Universal Time),Sun May 25 2025 22:27:25 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1aba2,6820c4f8d9b8934078f1ab07,6820c4f8d9b8934078f1abaa,beans-slow-cooked,Cotton Tote Bag,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Clothing Items,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/6833995afcefa505834709bb_Render_Mockup_1920_1920_2025-05-26%20(3).jpg,,$4.00,,standard-taxable,,,true,,,,,,,,,,,,,Thu Apr 02 2020 02:30:39 GMT+0000 (Coordinated Universal Time),Sun May 25 2025 22:27:57 GMT+0000 (Coordinated Universal Time),Sun May 25 2025 22:27:57 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1ab9a,6820c4f8d9b8934078f1ab07,6820c4f8d9b8934078f1aba5,fries-cheese,Plain T-Shirt,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Clothing Items,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/68339975700d2cc61b311e67_Render_Mockup_1200_1600_2025-05-23%20(1).jpg,,$5.00,,standard-taxable,,,true,,,,,,,,,,,,,Thu Apr 02 2020 02:30:10 GMT+0000 (Coordinated Universal Time),Sun May 25 2025 22:28:09 GMT+0000 (Coordinated Universal Time),Sun May 25 2025 22:28:09 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1ab95,6820c4f8d9b8934078f1ab07,6820c4f8d9b8934078f1abb0,fries-rustic,Fitted T-Shirt,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Clothing Items,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/6821285a2d09deedb578a797_Hanging-T-shirt-Mockup-.jpg,,$4.00,,standard-taxable,,,true,,,,,,,,,,,,,Thu Apr 02 2020 02:27:52 GMT+0000 (Coordinated Universal Time),Thu May 15 2025 19:41:53 GMT+0000 (Coordinated Universal Time),Thu May 15 2025 19:44:21 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1aba0,6820c4f8d9b8934078f1ab07,6839cbb003a3491ad6c9dd90,burger-dreams,Colored Notebook,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Burgers,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/68339a14d4a0f0956977951e_Render_Mockup_1200_1600_2025-05-23%20(3).jpg,,$9.20,,standard-taxable,,,true,,,,,,,Base Color,Light Blue,Interior,Ruled,Size,A4 Horizontal,Wed Apr 01 2020 04:56:55 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1aba0,6820c4f8d9b8934078f1ab07,6839cbae820be97f40896986,burger-dreams,Colored Notebook,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Burgers,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/68339a14d4a0f0956977951e_Render_Mockup_1200_1600_2025-05-23%20(3).jpg,,$9.20,,standard-taxable,,,true,,,,,,,Base Color,White,Interior,Ruled,Size,A4 Vertical,Wed Apr 01 2020 04:56:55 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1aba0,6820c4f8d9b8934078f1ab07,6839cbad6f27da748888200f,burger-dreams,Colored Notebook,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Burgers,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/68339a14d4a0f0956977951e_Render_Mockup_1200_1600_2025-05-23%20(3).jpg,,$9.20,,standard-taxable,,,true,,,,,,,Base Color,Orange,Interior,Plain,Size,A4 Vertical,Wed Apr 01 2020 04:56:55 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1aba0,6820c4f8d9b8934078f1ab07,6839cbada3163ee5aebc55ca,burger-dreams,Colored Notebook,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Burgers,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/68339a14d4a0f0956977951e_Render_Mockup_1200_1600_2025-05-23%20(3).jpg,,$9.20,,standard-taxable,,,true,,,,,,,Base Color,Purple,Interior,Plain,Size,A4 Vertical,Wed Apr 01 2020 04:56:55 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1aba0,6820c4f8d9b8934078f1ab07,6839cbada43df399197f478b,burger-dreams,Colored Notebook,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Burgers,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/68339a14d4a0f0956977951e_Render_Mockup_1200_1600_2025-05-23%20(3).jpg,,$9.20,,standard-taxable,,,true,,,,,,,Base Color,Purple,Interior,Ruled,Size,A4 Horizontal,Wed Apr 01 2020 04:56:55 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1aba0,6820c4f8d9b8934078f1ab07,6839cbad62bfcc6a8fe91adc,burger-dreams,Colored Notebook,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Burgers,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/68339a14d4a0f0956977951e_Render_Mockup_1200_1600_2025-05-23%20(3).jpg,,$9.20,,standard-taxable,,,true,,,,,,,Base Color,White,Interior,Dotted,Size,A4 Horizontal,Wed Apr 01 2020 04:56:55 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1aba0,6820c4f8d9b8934078f1ab07,6839cbad8534dbed3ee1d179,burger-dreams,Colored Notebook,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Burgers,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/68339a14d4a0f0956977951e_Render_Mockup_1200_1600_2025-05-23%20(3).jpg,,$9.20,,standard-taxable,,,true,,,,,,,Base Color,Purple,Interior,Grid,Size,A4 Vertical,Wed Apr 01 2020 04:56:55 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1aba0,6820c4f8d9b8934078f1ab07,6839cbad112f77562c536802,burger-dreams,Colored Notebook,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Burgers,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/68339a14d4a0f0956977951e_Render_Mockup_1200_1600_2025-05-23%20(3).jpg,,$9.20,,standard-taxable,,,true,,,,,,,Base Color,Orange,Interior,Ruled,Size,A4 Vertical,Wed Apr 01 2020 04:56:55 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time)
6820c4f8d9b8934078f1ab06,6820c4f8d9b8934078f1aba0,6820c4f8d9b8934078f1ab07,6839cbadada3e38c18314a47,burger-dreams,Colored Notebook,Advanced,Lorem Ipsum is simply dummy text of the printing and typesetting industry.,Burgers,https://cdn.prod.website-files.com/6820c4f8d9b8934078f1ab08/68339a14d4a0f0956977951e_Render_Mockup_1200_1600_2025-05-23%20(3).jpg,,$9.20,,standard-taxable,,,true,,,,,,,Base Color,Light Blue,Interior,Dotted,Size,A4 Vertical,Wed Apr 01 2020 04:56:55 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time),Fri May 30 2025 15:16:01 GMT+0000 (Coordinated Universal Time)
